ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1196;6;3;2437;4176;16;4;1910;63;0;1;0;1;2022-04-30-2:31:12;1,65129E+15
1197;5;2;2359;4106;20;5;0;0;0;2;0;1;2022-04-30-2:31:13;1,65129E+15
1198;5;2;2606;4807;24;6;32;2;0;1;0;1;2022-04-30-2:31:14;1,65129E+15
1199;6;2;2796;5118;4;1;241;9;0;3;0;3;2022-04-30-2:31:15;1,65129E+15
1200;9;5;3764;5460;4599;832;0;0;1;9;1;6;2022-04-30-2:31:16;1,65129E+15
1201;10;5;3341;6609;252;58;268;25;2;10;2;10;2022-04-30-2:31:17;1,65129E+15
1202;7;3;2716;4716;1164;289;0;0;0;1;0;1;2022-04-30-2:31:18;1,65129E+15
1203;4;2;1983;3615;12;3;0;0;1;5;0;1;2022-04-30-2:31:19;1,65129E+15
1204;6;2;2149;3679;40;10;468;15;1;6;1;5;2022-04-30-2:31:20;1,65129E+14
1205;9;2;2164;3882;68;17;0;0;0;3;0;1;2022-04-30-2:31:21;1,65129E+15
1206;4;2;2270;4181;28;7;0;0;0;3;0;1;2022-04-30-2:31:22;1,65129E+15
1207;6;4;2665;4754;4;1;0;0;0;1;0;1;2022-04-30-2:31:23;1,65129E+15
1208;4;2;2256;4176;8;2;4;1;0;1;0;2;2022-04-30-2:31:24;1,65129E+15
1209;7;4;2925;5355;12;3;300;11;0;2;0;1;2022-04-30-2:31:25;1,65129E+15
1210;4;2;2382;4283;44;11;0;0;0;1;0;1;2022-04-30-2:31:26;1,65129E+15
1211;3;1;2242;4073;28;7;0;0;0;1;0;1;2022-04-30-2:31:27;1,65129E+15
1212;3;1;2048;3899;8;2;0;0;0;2;0;1;2022-04-30-2:31:28;1,65129E+15
1213;4;2;1964;3473;12;3;60;9;0;1;0;1;2022-04-30-2:31:29;1,65129E+15
1214;6;2;2369;4924;8;2;496;17;0;3;0;3;2022-04-30-2:31:30;1,65129E+14
1215;5;1;2085;3586;36;9;0;0;0;2;0;1;2022-04-30-2:31:31;1,65129E+15
1216;5;2;2210;4011;16;4;0;0;0;1;0;1;2022-04-30-2:31:32;1,65129E+15
1217;4;2;2124;3906;4;1;0;0;0;1;0;1;2022-04-30-2:31:33;1,65129E+15
1218;4;2;2139;3878;8;2;8;2;0;2;0;1;2022-04-30-2:31:34;1,65129E+15
1219;7;3;3002;5920;12;3;272;11;0;1;0;1;2022-04-30-2:31:35;1,65129E+15
1220;4;2;1974;3553;12;3;0;0;0;1;0;1;2022-04-30-2:31:36;1,65129E+15
1221;4;1;2048;3704;24;6;0;0;0;2;0;1;2022-04-30-2:31:37;1,65129E+15
1222;8;4;2618;4974;48;8;256;62;0;1;0;1;2022-04-30-2:31:38;1,65129E+15
1223;24;16;3415;7154;8;2;11036;2292;0;1;0;1;2022-04-30-2:31:39;1,65129E+15
1224;5;2;2575;4738;28;3;693;23;0;4;0;3;2022-04-30-2:31:40;1,65129E+14
1225;5;2;2179;3732;0;0;0;0;0;1;0;1;2022-04-30-2:31:41;1,65129E+15
1226;4;1;2102;3748;24;6;0;0;0;1;0;1;2022-04-30-2:31:42;1,65129E+15
