Time;KBIn;PktIn;KBOut;PktOut
18:42:32;0;1;0;1
18:42:33;0;1;0;1
18:42:34;0;1;0;1
18:42:35;0;1;0;1
18:42:36;0;1;0;1
18:42:37;0;2;0;1
18:42:38;0;1;0;2
18:42:39;1;4;0;4
18:42:40;0;1;0;2
18:42:41;0;1;0;1
18:42:42;0;1;0;1
18:42:43;0;1;0;1
18:42:44;0;1;0;1
18:42:45;0;2;0;1
18:42:46;0;1;0;1
18:42:47;0;1;0;1
18:42:48;0;1;0;1
18:42:49;0;3;0;4
18:42:50;0;1;0;2
18:42:51;0;1;0;2
18:42:52;0;2;0;1
18:42:53;0;3;0;1
18:42:54;1;4;1;5
18:42:55;0;1;0;1
18:42:56;0;1;0;1
18:42:57;0;1;0;2
18:42:58;0;1;0;2
18:42:59;0;1;0;2
18:43:00;0;1;0;1
18:43:01;0;2;0;1
18:43:02;0;1;0;1
18:43:03;0;1;0;1
18:43:04;0;3;0;3
18:43:05;0;2;0;1
18:43:06;0;1;0;1
18:43:07;0;2;0;1
18:43:08;0;1;0;1
18:43:09;0;2;0;2
18:43:10;0;2;1;4
18:43:11;0;1;0;2
18:43:12;0;1;0;1
18:43:13;0;1;0;1
18:43:14;1;4;0;3
18:43:15;0;1;0;1
18:43:16;0;1;0;2
18:43:17;0;2;0;2
18:43:18;0;2;0;2
18:43:19;1;4;1;5
18:43:20;0;1;0;1
18:43:21;0;1;0;1
18:43:22;0;1;0;2
18:43:23;0;1;0;2
18:43:24;0;1;0;2
18:43:25;0;2;0;1
18:43:26;0;1;0;1
18:43:27;0;2;0;1
18:43:28;0;1;0;1
18:43:29;1;4;0;3
18:43:30;0;1;0;1
18:43:31;0;1;0;1
18:43:32;0;2;0;1
18:43:33;0;1;0;2
18:43:34;0;1;0;2
18:43:35;1;4;0;2
18:43:36;0;1;0;1
18:43:37;0;1;0;1
18:43:38;0;1;0;1
18:43:39;0;3;0;3
18:43:40;0;2;0;1
18:43:41;0;1;0;1
18:43:42;0;1;0;2
18:43:43;0;2;0;2
18:43:44;1;4;1;6
18:43:45;0;1;0;1
18:43:46;0;1;0;1
18:43:47;0;1;0;1
18:43:48;0;1;0;1
18:43:49;0;2;0;1
18:43:50;0;3;0;2
18:43:51;0;2;0;2
18:43:52;0;1;0;2
18:43:53;0;1;0;2
18:43:54;0;3;0;4
18:43:55;0;3;0;2
18:43:56;0;1;0;1
18:43:57;0;2;0;1
18:43:58;0;1;0;1
18:43:59;0;1;0;1
18:44:00;1;4;0;3
18:44:01;0;2;0;1
18:44:02;0;1;0;1
18:44:03;0;1;0;2
18:44:04;0;3;0;4
18:44:05;0;3;0;4
18:44:06;0;1;0;1
18:44:07;0;1;0;1
18:44:08;0;1;0;1
18:44:09;1;4;1;5
18:44:10;0;2;0;1
18:44:11;0;1;0;1
18:44:12;0;2;0;1
18:44:13;0;2;0;1
18:44:14;0;2;0;1
18:44:15;0;1;1;3
18:44:16;0;1;0;1
18:44:17;0;1;0;1
18:44:18;0;1;0;1
18:44:19;0;3;0;3
18:44:20;0;1;0;1
18:44:21;0;2;0;1
18:44:22;0;1;0;1
18:44:23;0;1;0;2
18:44:24;0;1;0;2
18:44:25;0;2;0;2
18:44:26;0;2;0;1
18:44:27;0;1;1;2
18:44:28;0;1;0;1
18:44:29;0;3;0;3
18:44:30;0;2;0;1
18:44:31;0;1;0;2
18:44:32;0;1;0;1
18:44:33;0;1;0;1
18:44:34;1;4;1;7
18:44:35;0;1;0;1
18:44:36;0;1;0;1
18:44:37;1;4;0;1
18:44:38;0;1;0;1
18:44:39;0;2;0;1
18:44:40;0;1;0;1
18:44:41;0;1;0;2
18:44:42;0;1;0;1
18:44:43;0;1;0;1
18:44:44;0;3;0;4
18:44:45;0;2;0;2
18:44:46;0;1;0;2
18:44:47;0;2;1;2
18:44:48;0;1;0;1
18:44:49;0;1;0;1
18:44:50;0;1;0;1
18:44:51;0;2;0;1
18:44:52;0;2;0;2
18:44:53;0;1;0;2
18:44:54;0;3;0;4
18:44:55;0;2;0;1
18:44:56;0;1;0;1
18:44:57;0;1;0;1
18:44:58;0;1;0;1
18:44:59;1;4;1;5
18:45:00;0;1;0;1
18:45:01;0;2;0;2
18:45:02;0;1;0;2
18:45:03;0;1;0;2
18:45:04;0;2;0;1
18:45:05;0;1;0;1
18:45:06;0;1;0;1
18:45:07;0;2;1;2
18:45:08;0;1;0;1
18:45:09;0;3;0;3
18:45:10;0;1;0;1
18:45:11;0;2;0;1
18:45:12;0;2;0;1
18:45:13;0;1;0;1
18:45:14;0;1;0;1
18:45:15;0;1;0;1
18:45:16;0;1;0;2
18:45:17;0;1;0;2
18:45:18;0;1;0;2
18:45:19;0;3;0;3
18:45:20;0;1;0;1
18:45:21;0;2;0;1
18:45:22;1;3;0;1
18:45:23;0;1;0;1
18:45:24;1;4;1;5
18:45:25;0;2;0;1
18:45:26;0;1;0;1
18:45:27;0;1;1;2
18:45:28;0;1;0;1
18:45:29;0;1;0;1
18:45:30;0;1;0;1
18:45:31;0;1;0;2
18:45:32;0;1;0;3
18:45:33;0;1;0;2
18:45:34;0;3;0;3
18:45:35;0;1;0;1
18:45:36;0;1;0;1
18:45:37;0;2;0;1
18:45:38;0;1;0;1
18:45:39;0;2;0;1
18:45:40;0;2;0;1
18:45:41;0;2;0;1
18:45:42;0;1;0;1
18:45:43;0;1;0;1
18:45:44;0;3;0;4
18:45:45;0;1;1;3
18:45:46;0;2;0;2
18:45:47;0;1;0;1
18:45:48;0;1;0;1
18:45:49;1;5;1;5
18:45:50;0;1;0;1
18:45:51;0;1;0;1
18:45:52;0;2;0;1
18:45:53;0;1;0;1
18:45:54;0;2;0;1
18:45:55;0;1;0;1
18:45:56;0;1;0;1
18:45:57;0;2;0;2
18:45:58;0;1;0;2
18:45:59;0;3;0;4
18:46:00;0;1;0;1
18:46:01;0;2;0;1
18:46:02;0;1;0;1
18:46:03;0;2;0;1
18:46:04;0;2;1;2
18:46:05;0;2;0;1
18:46:06;0;1;0;1
18:46:07;0;1;0;1
18:46:08;0;1;0;1
18:46:09;0;3;0;3
18:46:10;0;1;0;1
18:46:11;0;1;0;1
18:46:12;0;1;0;1
18:46:13;0;1;0;1
18:46:14;2;5;1;5
18:46:15;0;1;0;1
18:46:16;0;2;0;1
18:46:17;0;1;0;2
18:46:18;0;1;0;2
18:46:19;0;1;1;3
18:46:20;0;1;0;1
18:46:21;0;1;0;2
18:46:22;0;2;0;1
18:46:23;0;1;0;1
18:46:24;0;3;0;3
18:46:25;0;1;0;1
18:46:26;0;1;1;2
18:46:27;0;1;0;2
18:46:28;0;1;0;1
18:46:29;0;2;0;1
18:46:30;0;1;0;1
18:46:31;0;1;0;1
18:46:32;0;1;0;1
18:46:33;0;1;0;2
18:46:34;1;4;0;4
18:46:35;0;2;0;2
18:46:36;0;1;0;1
18:46:37;0;2;0;1
18:46:38;0;1;1;2
18:46:39;1;4;1;5
18:46:40;0;2;0;1
18:46:41;0;1;0;2
18:46:42;0;1;0;2
18:46:43;0;1;0;2
18:46:44;0;1;0;1
18:46:45;0;1;0;2
18:46:46;0;1;0;1
18:46:47;0;1;1;2
18:46:48;0;2;0;1
18:46:49;0;3;0;3
18:46:50;0;1;0;1
18:46:51;1;3;0;2
18:46:52;0;1;0;1
18:46:53;0;1;0;1
18:46:54;0;1;0;2
18:46:55;0;1;0;2
18:46:56;0;1;0;2
18:46:57;0;1;0;1
18:46:58;0;1;0;1
18:46:59;0;3;1;4
18:47:00;0;1;0;1
18:47:01;0;2;0;1
18:47:02;0;1;0;1
18:47:03;0;1;0;1
18:47:04;2;5;1;5
18:47:05;0;1;0;1
18:47:06;0;1;0;1
18:47:07;0;1;0;1
18:47:08;0;2;0;1
18:47:09;0;2;0;1
18:47:10;0;2;0;1
18:47:11;0;1;1;3
18:47:12;0;1;0;2
18:47:13;0;1;0;2
18:47:14;0;3;0;3
18:47:15;0;1;0;1
18:47:16;0;1;0;1
18:47:17;0;2;0;1
18:47:18;0;1;0;2
18:47:19;0;1;0;2
18:47:20;0;2;0;2
18:47:21;0;1;0;1
18:47:22;0;1;0;1
18:47:23;0;2;0;1
18:47:24;0;3;0;3
18:47:25;0;2;0;1
18:47:26;0;1;0;1
18:47:27;0;1;0;1
18:47:28;0;2;0;1
18:47:29;1;4;2;6
18:47:30;0;1;0;1
18:47:31;0;1;0;1
18:47:32;0;2;0;1
18:47:33;0;1;0;1
18:47:34;0;1;0;1
18:47:35;0;1;0;1
18:47:36;0;2;0;1
18:47:37;0;1;0;1
18:47:38;0;1;0;2
18:47:39;0;3;0;4
18:47:40;0;1;0;2
18:47:41;0;1;0;1
18:47:42;0;1;0;1
18:47:43;0;1;1;2
18:47:44;0;1;0;1
18:47:45;0;1;0;1
18:47:46;0;1;0;1
18:47:47;0;2;0;1
18:47:48;0;1;0;1
18:47:49;0;4;0;3
18:47:50;0;1;0;1
18:47:51;0;2;0;1
18:47:52;0;1;0;1
18:47:53;0;1;0;1
18:47:54;2;5;1;5
18:47:55;0;1;1;3
18:47:56;0;2;0;3
18:47:57;0;2;0;2
18:47:58;0;1;0;1
18:47:59;0;1;0;1
18:48:00;0;1;0;1
18:48:01;0;1;0;1
18:48:02;0;1;0;1
18:48:03;0;1;0;1
18:48:04;1;4;0;3
18:48:05;0;2;0;1
18:48:06;0;1;0;1
18:48:07;0;2;0;1
18:48:08;0;1;0;1
18:48:09;0;1;0;1
18:48:10;0;1;0;1
18:48:11;0;1;0;1
18:48:12;0;1;0;1
18:48:13;0;1;0;1
18:48:14;1;4;0;4
18:48:15;0;1;0;2
18:48:16;0;1;1;3
18:48:17;0;1;0;1
18:48:18;0;2;0;1
18:48:19;1;4;1;5
18:48:20;0;1;0;1
18:48:21;0;1;0;1
18:48:22;0;1;0;1
18:48:23;0;1;0;1
18:48:24;0;1;0;2
18:48:25;0;2;0;2
18:48:26;0;1;0;2
18:48:27;0;1;0;1
18:48:28;0;1;0;1
18:48:29;0;4;0;3
18:48:30;0;1;0;1
18:48:31;0;1;0;1
18:48:32;0;1;0;1
18:48:33;0;1;0;1
18:48:34;0;1;0;1
18:48:35;0;1;1;2
18:48:36;0;1;0;1
18:48:37;0;3;0;1
18:48:38;0;1;0;1
18:48:39;0;3;0;3
18:48:40;0;2;0;1
18:48:41;0;1;0;1
18:48:42;0;2;1;5
18:48:43;0;1;0;2
18:48:44;1;4;1;6
18:48:45;0;2;0;1
18:48:46;0;1;0;1
18:48:47;0;2;1;3
18:48:48;0;1;0;2
18:48:49;0;1;0;2
18:48:50;0;1;0;2
18:48:51;0;1;0;2
18:48:52;0;1;0;1
18:48:53;0;2;0;1
18:48:54;0;3;0;3
18:48:55;0;1;0;1
18:48:56;0;1;0;1
18:48:57;0;1;0;1
18:48:58;5562;33833;5267;31081
18:48:58;0;4;0;5
