cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
2,1,132,508,0,0,12,2,0,7,1,11,2022-04-30,22:55:56
1,0,132,518,0,0,0,0,1,9,1,11,2022-04-30,22:55:57
1,1,134,513,0,0,0,0,0,7,1,11,2022-04-30,22:55:58
1,1,137,510,0,0,0,0,1,8,1,12,2022-04-30,22:55:59
2,0,126,505,0,0,0,0,0,4,0,5,2022-04-30,22:56:00
11,1,144,595,0,0,0,0,0,5,1,8,2022-04-30,22:56:01
1,0,138,517,0,0,16,2,0,7,1,11,2022-04-30,22:56:02
0,0,131,500,0,0,0,0,1,8,1,11,2022-04-30,22:56:03
2,1,141,536,0,0,0,0,1,9,1,11,2022-04-30,22:56:04
0,0,141,520,0,0,0,0,1,8,1,11,2022-04-30,22:56:05
1,1,139,515,0,0,0,0,1,8,1,11,2022-04-30,22:56:06
0,0,137,520,0,0,12,2,0,7,1,11,2022-04-30,22:56:07
1,0,138,512,0,0,0,0,0,7,1,11,2022-04-30,22:56:08
1,1,131,509,0,0,0,0,1,8,1,11,2022-04-30,22:56:09
1,0,136,525,0,0,0,0,0,7,2,11,2022-04-30,22:56:10
0,0,133,508,0,0,0,0,0,7,1,11,2022-04-30,22:56:11
1,0,141,499,0,0,16,3,1,8,1,11,2022-04-30,22:56:12
1,0,133,481,0,0,0,0,0,7,1,11,2022-04-30,22:56:13
1,1,143,527,0,0,0,0,0,7,1,11,2022-04-30,22:56:14
1,0,136,505,0,0,0,0,1,8,1,11,2022-04-30,22:56:15
0,0,137,502,0,0,0,0,0,7,1,11,2022-04-30,22:56:16
1,1,138,524,0,0,12,2,0,7,1,11,2022-04-30,22:56:17
1,0,139,511,0,0,0,0,1,8,1,11,2022-04-30,22:56:18
1,0,134,516,0,0,0,0,0,7,1,11,2022-04-30,22:56:19
1,0,142,525,0,0,0,0,0,7,1,11,2022-04-30,22:56:20
1,1,125,496,0,0,0,0,1,8,1,11,2022-04-30,22:56:21
1,0,138,509,0,0,28,6,0,7,1,11,2022-04-30,22:56:22
1,1,130,507,0,0,0,0,0,7,1,11,2022-04-30,22:56:23
1,0,142,533,0,0,0,0,1,8,1,11,2022-04-30,22:56:24
2,0,168,576,0,0,0,0,0,7,1,11,2022-04-30,22:56:25
0,0,138,510,0,0,0,0,0,7,1,11,2022-04-30,22:56:26
1,0,130,513,0,0,12,2,1,7,1,10,2022-04-30,22:56:27
0,0,126,506,0,0,0,0,0,5,1,6,2022-04-30,22:56:28
1,0,122,488,0,0,0,0,0,5,1,9,2022-04-30,22:56:29
0,0,139,501,0,0,0,0,1,8,1,11,2022-04-30,22:56:30
2,0,138,522,0,0,0,0,0,7,1,11,2022-04-30,22:56:31
1,1,140,524,0,0,44,3,0,7,2,11,2022-04-30,22:56:32
0,0,130,499,0,0,0,0,1,8,1,11,2022-04-30,22:56:33
2,1,142,534,0,0,0,0,0,7,1,11,2022-04-30,22:56:34
1,0,139,516,0,0,0,0,0,7,1,11,2022-04-30,22:56:35
1,0,140,507,0,0,0,0,1,8,1,11,2022-04-30,22:56:36
1,1,134,519,0,0,24,2,0,7,1,11,2022-04-30,22:56:37
1,0,132,512,0,0,0,0,0,7,1,11,2022-04-30,22:56:38
0,0,132,511,0,0,0,0,1,8,1,11,2022-04-30,22:56:39
0,0,138,507,0,0,0,0,1,8,1,11,2022-04-30,22:56:40
1,0,131,511,0,0,0,0,0,7,1,11,2022-04-30,22:56:41
1,0,138,503,0,0,0,0,1,8,1,11,2022-04-30,22:56:42
0,0,134,508,0,0,12,2,0,7,1,11,2022-04-30,22:56:43
2,1,145,527,0,0,0,0,0,7,1,11,2022-04-30,22:56:44
1,0,137,521,0,0,0,0,1,8,1,11,2022-04-30,22:56:45
0,0,136,507,0,0,0,0,0,7,1,11,2022-04-30,22:56:46
1,0,135,506,0,0,0,0,0,7,1,11,2022-04-30,22:56:47
2,1,140,525,0,0,12,2,1,8,1,11,2022-04-30,22:56:48
0,0,137,510,0,0,0,0,0,7,1,11,2022-04-30,22:56:49
1,0,141,508,0,0,0,0,0,7,1,11,2022-04-30,22:56:50
1,0,137,509,0,0,0,0,1,8,1,11,2022-04-30,22:56:51
0,0,140,528,0,0,0,0,0,7,1,11,2022-04-30,22:56:52
1,0,136,514,0,0,12,2,0,7,1,11,2022-04-30,22:56:53
2,1,138,527,0,0,0,0,1,8,2,11,2022-04-30,22:56:54
0,0,138,526,0,0,0,0,1,9,1,11,2022-04-30,22:56:55
1,0,132,505,0,0,0,0,0,7,1,10,2022-04-30,22:56:56
0,0,117,486,0,0,16,3,0,3,0,4,2022-04-30,22:56:57
0,0,132,508,0,0,20,2,0,6,1,10,2022-04-30,22:56:58
1,1,139,510,0,0,0,0,1,8,1,12,2022-04-30,22:56:59
1,1,139,517,0,0,0,0,1,8,1,11,2022-04-30,22:57:00
26,1,187,682,0,0,0,0,0,7,1,11,2022-04-30,22:57:01
3,2,139,509,0,0,0,0,0,7,1,11,2022-04-30,22:57:02
2,1,141,522,0,0,16,2,1,8,1,11,2022-04-30,22:57:03
2,1,133,520,0,0,0,0,0,7,1,11,2022-04-30,22:57:04
