cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
1,0,125,355,0,0,12,2,1,8,1,11,2022-04-30,22:56:48
1,0,115,321,0,0,0,0,1,8,1,11,2022-04-30,22:56:49
2,1,115,340,0,0,0,0,0,7,1,11,2022-04-30,22:56:50
1,0,117,340,0,0,0,0,1,8,1,11,2022-04-30,22:56:51
1,1,116,335,0,0,0,0,0,7,1,11,2022-04-30,22:56:52
1,1,118,358,0,0,12,2,0,7,2,11,2022-04-30,22:56:53
1,1,114,334,0,0,20,5,1,8,1,11,2022-04-30,22:56:54
1,0,123,351,0,0,0,0,1,9,1,11,2022-04-30,22:56:55
0,0,119,331,0,0,0,0,0,7,1,11,2022-04-30,22:56:56
2,1,116,341,0,0,0,0,1,8,1,11,2022-04-30,22:56:57
0,0,118,352,0,0,12,2,0,7,1,11,2022-04-30,22:56:58
1,0,103,311,0,0,8,2,0,3,1,5,2022-04-30,22:56:59
1,0,100,315,0,0,0,0,0,6,1,8,2022-04-30,22:57:00
23,3,153,469,0,0,0,0,0,7,1,10,2022-04-30,22:57:01
8,3,112,333,0,0,0,0,0,7,1,11,2022-04-30,22:57:02
1,0,109,346,0,0,16,2,1,8,1,11,2022-04-30,22:57:03
1,0,99,316,0,0,0,0,0,7,1,11,2022-04-30,22:57:04
1,1,108,337,0,0,0,0,0,7,1,11,2022-04-30,22:57:05
1,0,116,336,0,0,0,0,1,8,1,11,2022-04-30,22:57:06
0,0,118,334,0,0,0,0,0,7,1,11,2022-04-30,22:57:07
1,0,113,340,0,0,12,2,0,7,1,11,2022-04-30,22:57:08
1,0,115,338,0,0,0,0,1,8,1,11,2022-04-30,22:57:09
1,1,122,348,0,0,0,0,0,7,1,11,2022-04-30,22:57:10
1,0,115,325,0,0,0,0,1,8,1,12,2022-04-30,22:57:11
2,1,121,343,0,0,0,0,1,8,1,11,2022-04-30,22:57:12
0,0,117,349,0,0,12,2,0,7,1,11,2022-04-30,22:57:13
1,0,113,333,0,0,0,0,0,7,1,11,2022-04-30,22:57:14
1,0,122,349,0,0,0,0,1,8,2,11,2022-04-30,22:57:15
1,1,115,333,0,0,0,0,0,7,1,11,2022-04-30,22:57:16
1,0,112,333,0,0,0,0,0,7,1,11,2022-04-30,22:57:17
1,1,117,344,0,0,12,2,1,8,1,11,2022-04-30,22:57:18
1,0,113,329,0,0,0,0,0,7,1,11,2022-04-30,22:57:19
0,0,119,341,0,0,0,0,0,7,1,11,2022-04-30,22:57:20
0,0,113,337,0,0,0,0,1,8,1,11,2022-04-30,22:57:21
1,1,112,336,0,0,0,0,0,7,1,11,2022-04-30,22:57:22
2,0,114,351,0,0,12,2,0,7,1,11,2022-04-30,22:57:23
1,0,100,325,0,0,0,0,0,5,1,5,2022-04-30,22:57:24
1,1,97,301,0,0,0,0,0,4,1,8,2022-04-30,22:57:25
1,0,110,323,0,0,0,0,0,7,1,11,2022-04-30,22:57:26
0,0,109,329,0,0,0,0,1,8,1,11,2022-04-30,22:57:27
2,1,117,352,0,0,12,2,1,8,1,11,2022-04-30,22:57:28
1,0,109,317,0,0,0,0,0,7,1,11,2022-04-30,22:57:29
1,0,113,339,0,0,8,1,1,8,1,11,2022-04-30,22:57:30
0,0,111,332,0,0,0,0,0,7,1,11,2022-04-30,22:57:31
1,0,113,325,0,0,0,0,0,7,1,11,2022-04-30,22:57:32
