cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
3,1,2111,3832,20,5,32,5,0,2,0,1,2022-04-30,01:16:42
3,1,2192,4003,8,2,0,0,0,1,0,1,2022-04-30,01:16:43
4,3,2226,3985,24,6,36,5,1,4,1,5,2022-04-30,01:16:44
5,3,2739,5285,1236,34,368,15,0,2,0,1,2022-04-30,01:16:45
3,1,1957,3506,4,1,0,0,0,1,0,1,2022-04-30,01:16:46
4,3,2134,3949,8,2,0,0,0,1,0,1,2022-04-30,01:16:47
4,2,2197,3975,4,1,0,0,0,2,0,1,2022-04-30,01:16:48
3,1,1845,3283,4,1,0,0,0,1,0,1,2022-04-30,01:16:49
5,2,2580,4907,24,6,488,17,0,1,0,1,2022-04-30,01:16:50
4,1,1975,3584,8,2,0,0,0,2,0,1,2022-04-30,01:16:51
3,1,2257,4076,20,5,2388,82,0,1,0,1,2022-04-30,01:16:52
4,3,2389,4502,0,0,44,8,0,1,0,1,2022-04-30,01:16:53
3,1,1933,3685,0,0,0,0,0,4,0,3,2022-04-30,01:16:54
8,4,2966,5566,12,3,4148,164,0,1,0,1,2022-04-30,01:16:55
6,3,2650,4813,12,3,0,0,0,1,0,1,2022-04-30,01:16:56
3,1,1909,3553,0,0,0,0,0,2,0,1,2022-04-30,01:16:57
5,3,2278,3962,8,2,368,80,0,1,0,1,2022-04-30,01:16:58
3,1,1753,3158,8,2,0,0,0,1,0,1,2022-04-30,01:16:59
4,1,2436,4745,32,4,592,20,0,2,0,1,2022-04-30,01:17:00
5,2,2067,3653,28,6,1836,78,0,1,0,1,2022-04-30,01:17:01
8,4,2893,4933,2883,659,0,0,0,1,0,1,2022-04-30,01:17:02
